,zid,event_name,distance,laps_time,zroute,elevation_gain
2000,3129009,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2001,3126432,The Herd Gallops,,['60'],Tempus Fugit,
2002,3126431,ZZK.LV Group ride,46,"['1', 'lap']",Surrey Hills,1032
2003,3126430,Dusk Patrol Run,,['60'],Tick Tock,122
2004,3126429,TEAM VEGAN Tofu Tornado (No Hud),30,"['1', 'lap']",Watopia Figure 8,
2005,3126428,Yas Cycles Community Ride,,['80'],Tempus Fugit,
2006,3099852,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2007,3126427,Group Run 10k,10,[''],Chili Pepper,
2008,3126426,3R iTT Race,20,"['1', 'lap']",Tempus Fugit,
2009,3126425,Uphill Battle,,['56'],Douce France,240
2010,3102279,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2011,3126424,Dubai Roadsters Club ride,,['60'],Champs-Élysées,490
2012,3126423,Braunstein Cycling Club Danish Group Ride,,['60'],Tempus Fugit,64
2013,3126422,3R Ladies iTT Race,24,"['1', 'lap']",Casse-Pattes,154
2014,3126421,DBR Tuesday Race - Category Enforcement,29,"['15', 'laps']",Downtown Dolphin,233
2015,3129685,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2016,3129053,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2017,3126420,EVO CC Sprint Race Series,28,"['4', 'laps']",London Classique,143
2018,3126419,Team DRAFT Tuesday Race,36,"['4', 'laps']",Innsbruckring,308
2019,3126418,US Military Endurance Sports Fun Run,6,[''],Spirit Forest,48
2020,3126417,CAF Ride,,['45'],Tick Tock,99
2021,3126416,3R Racing,4,"['1', 'lap']",Laguardia Loop,60
2022,3102230,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2023,3118665,AP Racing | Punch and Settle,,['60'],Park Perimeter Rev,
2024,3126414,Zwift Time Trial Tuesday: Tempus Fugit,18,[''],Tempus Fugit,27
2025,3126413,The Grind Finale,,['49'],Douce France,233
2026,3126412,Best Buddies Challenge - Tuesday Tuneup,,['60'],Tempus Fugit,64
2027,3129276,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2028,3128586,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2029,3130774,Zwift Racing League | WTRL - ATLANTIC W Open Division1,28,"['1', 'lap']",Climber's Gambit,
2030,3126411,Turn It Up Tuesdays,7,[''],5K Loop,
2031,3126410,DBR Afternoon Race - Category Enforcement,36,"['4', 'laps']",Innsbruckring,308
2032,3126409,Nosco Foundation Social Ride p/b Liv Cycling,,['60'],Sand And Sequoias,338
2033,3126408,Lance Watson's Champion Intervals,,['60'],Tempus Fugit,64
2034,3126407,EZR Tuesday Base Miles,,['60'],Douce France,255
2035,3126406,3R Racing,30,"['1', 'lap']",Watopia Figure 8,251
2036,3099900,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2037,3118653,KX3 Women's Freestyle Ride,,['60'],R.G.V.,201
2038,3126404,Ascenders Team Spin & Sprint,,['60'],Neokyo Crit Course,
2039,3102188,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2040,3126403,ZLDR Speed Session,,[''],Champs-Élysées,114
2041,3129813,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2042,3129137,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2043,3126402,Tower 26 Group Workout,,['64'],Tempus Fugit,71
2044,3126401,Bonbon,,['40'],R.G.V.,130
2045,3126400,TTR Cruiser 2.7-3.2,37,"['2', 'laps']",Tempus Fugit,57
2046,3126399,British Cycling Women's Race Series,17,"['3', 'laps']",Volcano Circuit CCW,89
2047,3126398,British Cycling Race Series,17,"['3', 'laps']",Volcano Circuit CCW,89
2048,3126396,Zwift Mexicanisimo,29,"['15', 'laps']",Downtown Dolphin,233
2049,3101972,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2050,3099862,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2051,3126395,Group Run 10k,10,[''],Chili Pepper Rev,
2052,3126394,3R Racing,18,"['2', 'laps']",Gotham Grind,251
2053,3102155,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2054,3126393,REVO Social SUB2,,['60'],Tempus Fugit,64
2055,3126392,EMU Japan Race,34,"['7', 'laps']",Volcano Circuit CCW,169
2056,3126391,Hong Kong Cycling Group Ride,,['45'],Tick Tock,99
2057,3126390,CHINA ZCRC Cat and Mouse Chase Race,36,"['1', 'lap']",Triple Flat Loops,78
2058,3129490,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2059,3128821,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2060,3126389,SAZ Weekly Long Ride,111,"['1', 'lap']",The Mega Pretzel,
2061,3126387,Group Run 5k,5,[''],5K Loop,
2062,3130772,Zwift Racing League | WTRL - ATLANTIC C Open Division2,28,"['1', 'lap']",Climber's Gambit,
2063,3126386,RCC Global Club Ride,,['45'],Petit Boucle,237
2064,3126385,3R Racing,36,"['8', 'laps']",Volcano Circuit,180
2065,3130771,Zwift Racing League | WTRL - ATLANTIC C Open Division1,28,"['1', 'lap']",Climber's Gambit,333
2066,3126384,Team Electric Spirit Co. Preprandial Crits,8,"['4', 'laps']",Downtown Dolphin,61
2067,3100290,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2068,3099837,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2069,3126379,DIRT Rolling Thunder Ride,,['90'],Richmond Flat Roads,
2070,3126383,Spaded Sweetie,,['44'],R.G.V.,142
2071,3102251,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2072,3126382,Mini Mountain Massif TT - In association with Rowe & King,8,"['1', 'lap']",Bologna Time Trial,
2073,3126381,British Triathlon Series - Race,29,[''],Royal Pump Room 8,
2074,3126380,Rhino Racing Crit City,16,"['8', 'laps']",Downtown Dolphin,
2075,3129226,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2076,3128535,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2077,3126378,Kinetic Group Ride,,['50'],London Classique,181
2078,3126377,CyclingTips Tuesday Group Ride,29,"['4', 'laps']",London Classique Reverse,156
2079,3126376,Film My Run 500 with Stephen Cousins,4,[''],Ven-Top,171
2080,3126375,Turn It Up Tuesdays,7,[''],5K Loop,
2081,3126374,European Lunch Ride,28,"['3', 'laps']",Hilly Route Reverse,322
2082,3102212,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2083,3118617,Coeur Velo Weekly Interval Session,,['120'],Tempus Fugit,130
2084,3126371,Zwift Time Trial Tuesday: Bologna,8,"['1', 'lap']",Bologna Time Trial,236
2085,3126369,CRYO-GEN Power Tuesday Group Ride,,['60'],Castle to Castle,
2086,3126368,KISS Racing - Category Enforcement,39,"['6', 'laps']",Railways and Rooftops,418
2087,3126367,Slowtwitch Indoors: Ride Of The Valkyries Workout (Women Only),,['60'],Railways and Rooftops,487
2088,3126366,GGCC Glasgow Green Cycle Club Tuesday Training Ride,,['60'],Greater London Flat,211
2089,3126365,Team Valhalla Wake-up North America Ride,,['60'],Wandering Flats,
2090,3129608,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2091,3128958,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2092,3126364,All American Bikes Ride presented by GRIT,43,"['2', 'laps']",Sand And Sequoias,
2093,3126363,SZR Lunch Race by Evalds.se,20,"['10', 'laps']",Downtown Dolphin,155
2094,3126362,EVO CC Sprint Race Series,15,"['2', 'laps']",Two Bridges Loop,79
2095,3126361,Tower 26 Group Workout,,['64'],Tempus Fugit,71
2096,3130760,Zwift Racing League | WTRL - ATLANTIC E Open Division2,28,"['1', 'lap']",Climber's Gambit,
2097,3118606,Power2Tri Coaching - Off-Season Progression,,['60'],Out And Back Again,330
2098,3126360,Let's Get AERO,,['60'],Lutece Express,516
2099,3126359,ZHR Masters,36,"['4', 'laps']",Innsbruckring,
2100,3126358,5K Down Under,5,[''],Splash and Dash,
2101,3130759,Zwift Racing League | WTRL - ATLANTIC E Open Division1,28,"['1', 'lap']",Climber's Gambit,333
2102,3130721,Zwift Racing League | WTRL - Pacific Open Division2,28,"['1', 'lap']",Climber's Gambit,333
2103,3126356,The After Party Race,37,"['1', 'lap']",NYC KOM After Party,
2104,3130720,Zwift Racing League | WTRL - Pacific Open Division1,28,"['1', 'lap']",Climber's Gambit,333
2105,3126355,3R Racing,29,"['2', 'laps']",Whole Lotta Lava,348
2106,3130775,Zwift Racing League | WTRL - APAC Women's Division1,28,"['1', 'lap']",Climber's Gambit,333
2107,3099882,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2108,3126354,WTRL Racing Tuesday,29,"['3', 'laps']",Park Perimeter Rev,
2109,3126353,AHDR Ladies p/b Liv Cycling,30,[''],Richmond Flat Roads,119
2110,3126352,3R iTT Race,24,"['1', 'lap']",Casse-Pattes,
2111,3126351,3R Spring Loaded Race Series - Round 1of6,45,"['5', 'laps']",Innsbruckring,385
2112,3102159,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2113,3126350,"ZESP ""Castores""",,['75'],Greater London Flat,
2114,3126349,3R Ladies iTT Race,24,"['1', 'lap']",Casse-Pattes,154
2115,3126347,Triathlon Australia - Sprint Triathlon Workout,5,[''],May Field,
2116,3126346,SantiTreinos GroupWorkout,,['90'],The Magnificent 8,348
2117,3129646,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2118,3129008,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2119,3126345,Tri Aus TT,8,"['1', 'lap']",Bologna Time Trial,236
2120,3126344,Turn It Up Tuesdays,7,[''],5K Loop,
2121,3126342,Koa Sports League Time Trial,18,[''],Tempus Fugit,
2122,3126341,PACK 1.5 Beginners Ride,,['60'],Sand And Sequoias,338
2123,3126340,Orange Unicorn,,['51'],Douce France,234
2124,3102278,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2125,3126338,"ZESP ""Castores""",50,[''],Sand And Sequoias,
2126,3126337,RCC Global Club Ride,,['45'],Road to Ruins,278
2127,3126336,Heffron Handicap,28,[''],Wandering Flats,150
2128,3126335,Team Zwift Tri Oz - POWER PUSH Tuesday,,['60'],Tempus Fugit,64
2129,3129212,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2130,3128563,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2131,3126333,INC Relentless Interval Training,,['90'],Tempus Fugit,97
2132,3126332,WKG presents Rouleurs Down Under,33,"['1', 'lap']",Temples and Towers,
2133,3126331,PACK Run Social,5,[''],Surfin' Safari,
2134,3126330,+SAINTS+ EYUP!,,['75'],Road to Sky,3136
2135,3126329,TEZH | Endurance Ride,72,[''],Triple Flat Loops,159
2136,3126328,Macro to Micro,,['59'],Douce France,252
2137,3099825,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2138,3126327,3R Racing,16,"['1', 'lap']",Richmond UCI Worlds,159
2139,3097120,Zwift Racing League | WTRL - OCEANIA Open Division1,28,"['1', 'lap']",Climber's Gambit,333
2140,3102229,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2141,3126326,TBR Sprinters paradise team intervals,25,"['2', 'laps']",Sprinter's Playground,131
2142,3126325,Bikealicious Rubberband Joy Ride,,['90'],Greater London Loop,777
2143,3128765,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2144,3129436,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2145,3126324,Lactate Shuttle,,['57'],R.G.V.,175
2146,3126323,Big Ride Series con PETA-Z,79,[''],Downtown Titans,472
2147,3126322,Turn It Up Tuesdays,7,[''],5K Loop,
2148,3126321,3R Racing,31,"['3', 'laps']",Watopia Flat Route,180
2149,3126320,Ham Sandwich,,['52'],R.G.V.,165
2150,3126319,SZR Sunrise Ride,43,"['22', 'laps']",Downtown Dolphin,342
2151,3102187,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2152,3126318,Zwift Time Trial Tuesday: Tempus Fugit,18,[''],Tempus Fugit,27
2153,3126317,3R Ladies iTT Race,24,"['1', 'lap']",Casse-Pattes,154
2154,3126316,KISS Racing - Category Enforcement,39,"['6', 'laps']",Railways and Rooftops,418
2155,3126315,Half & Full Ironman with Beyond The Line (Euro),,['90'],Big Loop Reverse,
2156,3129812,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2157,3129136,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2158,3126314,Morning HIT race,9,"['1', 'lap']",Gotham Grind Reverse,124
2159,3126313,Innovation Multisport Morning Coffee Club Run Session,5,[''],Bologna Time Trial,22
2160,3126312,PAOLO BARBERA - TYPHOON & BULLDOZER,,['59'],Flatland Loop,
2161,3099861,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2162,3126311,GXY Solar Surge (1.6 WKG -2.5 WKG),,['50'],Twilight Harbor,170
2163,3126310,3R Racing,18,"['2', 'laps']",Innsbruckring,155
2164,3102154,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2165,3126309,ZLDR Speed Session,,['41'],May Field,
2166,3126308,3R VOLT Interval Ride [~2.6-3.2 w/kg avg],,['60'],Triple Flat Loops,91
2167,3126307,3R SPARK Steady State Ride [~2.0-2.2 w/kg avg],,['60'],Triple Flat Loops,91
2168,3126306,3R Octane Interval Ride [~3.2-3.6 w/kg avg],43,"['2', 'laps']",Sand And Sequoias,338
2169,3129489,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2170,3128823,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2171,3126305,SZR Early Birdies,,['60'],Electric Loop,196
2172,3126304,Team Valhalla Early/Late Everybody's In Spin,,['60'],R.G.V.,201
2173,3126303,INC Relentless Intervals,42,"['9', 'laps']",Volcano Circuit CCW,209
2174,3126302,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],London Classique,217
2175,3126301,EVO CC Core Interval Ride [2.5-3.2w/kg avg],41,"['3', 'laps']",2019 UCI Worlds Harrogate Circuit,732
2176,3126300,EVO CC Vortex Interval Ride [~3-3.8w/kg avg],37,"['5', 'laps']",Richmond Rollercoaster,246
2177,3101994,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2178,3126299,3R Racing,27,"['3', 'laps']",Innsbruckring,232
2179,3102260,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2180,3126298,Vikings Valhalla Tuesday Climb,,['45'],Watopia Mountain,
2181,3126297,EVO CC Race Series,100,[''],Watopia Flat Route,573
2182,3126296,EVO CC Sprint Race Series,9,"['2', 'laps']",Neokyo Crit Course,40
2183,3126295,Cycle Nation Joburg Sunrise,,['60'],Triple Flat Loops,91
2184,3129687,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2185,3129012,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2186,3126294,INC Relentless Intervals,,['85'],Tempus Fugit,93
2187,3126293,PLSA STAY COZY COMMUNITY SERIES – AUGUST,28,"['1', 'lap']",Tour of Fire and Ice,
2188,3100282,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2189,3099915,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2190,3102211,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2191,3129607,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2192,3128959,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2193,3126290,Vitality for UNICEF Group Ride,29,"['3', 'laps']",Jungle Circuit,256
2194,3126289,3R Racing,23,"['1', 'lap']",Knickerbocker,363
2195,3126288,Namibian Winter League,29,"['4', 'laps']",Handful Of Gravel,
2196,3126286,EVR America West Race,39,"['20', 'laps']",Downtown Dolphin,311
2197,3126284,3R Racing,27,"['3', 'laps']",Innsbruckring,232
2198,3102158,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2199,3129347,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2200,3128705,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2201,3126282,Dutch Diesel Cycling Dames Spin n Sprint,,['60'],Neon Flats,
2202,3126283,ISRT Weekly Group Ride,,['60'],Climber's Gambit,443
2203,3126281,3R Racing,7,"['1', 'lap']",Volcano Circuit,39
2204,3126280,Amalgam,,['51'],Greatest London Flat,251
2205,3099858,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2206,3102277,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2207,3129684,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2208,3129054,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2209,3126277,Fearless Ladder for a Faster 5k,7,[''],Champs-Élysées,78
2210,3126276,VO2 Max 40/20,,['48'],Greatest London Flat,239
2211,3126275,TriLove 5K Run at your own pace,5,[''],Park To Peak,
2212,3126274,The Bump Sprint Race,19,"['1', 'lap']",Tick Tock,59
2213,3102248,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2214,3123839,Woofpack Social p/b Speed Hound,,['60'],Watopia Flat Route,244
2215,3129545,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2216,3128897,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2217,3127011,The Stampede (iTT) by Herd Racing League,16,[''],Duchy Estate,222
2218,3126271,Back to Work North America Ride,43,"['6', 'laps']",Champs-Élysées,488
2219,3126270,EVR Americas Race,39,"['20', 'laps']",Downtown Dolphin,311
2220,3061712,TFC Mad Monday US Series (High-End),33,"['5', 'laps']",London Classique,167
2221,3061700,TFC Mad Monday US Series (Low-End),33,"['5', 'laps']",London Classique,167
2222,3125327,Monday Run Club,11,[''],Chili Pepper Rev,
2223,3125326,3R Racing,64,"['5', 'laps']",Greater London Flat,306
2224,3125322,ZSUN Back to Basics,,['60'],Sprinter's Playground,226
2225,3125321,VO2 Max -3 Minute,,['55'],Greatest London Flat,255
2226,3102186,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2227,3117686,PACK Run Breaking Point,,['56'],Downtown Dolphin,321
2228,3129811,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2229,3129139,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2230,3125318,Slowtwitch Indoors: 100/100 Challenge Group Run,,['30'],Farmland Loop,150
2231,3125317,SAZ climbing series: stage 1,16,"['1', 'lap']",Richmond UCI Worlds,
2232,3125316,Giant Monday Motivation Ride Series,,['60'],Flatland Loop,306
2233,3125315,3R Racing,19,"['6', 'laps']",Laguardia Loop Rev,162
2234,3125314,EZR Monday Funday Ride,,['45'],Tempus Fugit,51
2235,3125313,Uphill Battle,,['56'],London Classique,198
2236,3125312,The HERD Mellow Monday,,['60'],Tick Tock,122
2237,3101976,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2238,3099860,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2239,3102153,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2240,3129492,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2241,3128820,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2242,3125309,RO4H Restoration Ride,,['60'],Triple Flat Loops,91
2243,3125311,Ascenders Team Asia Morning Group Run,,['30'],Shuman Trail Loop,
2244,3125310,Monday's Mountain Massif TT,12,[''],Watopia Mountain 8,
2245,3127010,The Stampede (iTT) by Herd Racing League,16,[''],Duchy Estate,222
2246,3125308,Monday Run Club,11,[''],Chili Pepper Rev,
2247,3125307,PartyAnimal 80 (MonsterMinder 3.5+),51,"['4', 'laps']",Beach Island Loop,98
2248,3125306,Ascenders Team Steady States Training,,['60'],Greater London Flat,211
2249,3125305,The Grind Finale,,['49'],Greatest London Flat,246
2250,3125304,ZLDR Easy 30,,['30'],Beach Island Loop,43
2251,3125303,3R Racing,37,"['3', 'laps']",Volcano Flat,148
2252,3099843,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2253,3102259,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2254,3129522,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2255,3128833,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2256,3125302,3R Racing,30,"['2', 'laps']",London Loop,462
2257,3125301,Tri Aus TT,8,"['1', 'lap']",Bologna Time Trial,236
2258,3125300,Fearless Ladder for a Faster 5k,7,[''],Champs-Élysées,78
2259,3125299,Bonbon,,['40'],Greater London Flat,149
2260,3125298,Chicks Who Ride Bikes Group Ride,,['50'],Watopia's Waistband,125
2261,3125297,ZMCC EyeballZ,34,"['6', 'laps']",Richmond Flat Roads,138
2262,3099914,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2263,3102210,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2264,3125295,Team Zwift Tri Oz - POWER PUSH,40,[''],Tempus Fugit,62
2265,3125294,WMZ Crit Racing,35,"['18', 'laps']",The Bell Lap,
2266,3125293,The Kraken by TeamODZ,49,"['2', 'laps']",R.G.V.,258
2267,3129307,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2268,3128657,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2269,3125292,AHDR Bacon Rolls,,['60'],Sleepless City,187
2270,3125291,Monday Run Club,11,[''],Chili Pepper Rev,
2271,3125290,TBR's Sub-2.5 Tuesday,,['75'],Tick Tock,165
2272,3125289,EVO CC Sprint Race Series,25,"['1', 'lap']",R.G.V.,129
2273,3125288,Triban (Manic Mondays),,['60'],Wandering Flats,205
2274,3125287,Spaded Sweetie,,['44'],Greatest London Flat,227
2275,3125286,AHDR Profitterolls (PFR),40,"['6', 'laps']",London Classique Reverse,204
2276,3125285,3R True2&3 Ride [2.0w/kg and 3.0w/kg],,['60'],Richmond Flat Roads,
2277,3125284,GGCC Race Series,28,"['1', 'lap']",Royal Pump Room 8,487
2278,3102157,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2279,3125282,EVR Europe Race,39,"['20', 'laps']",Downtown Dolphin,311
2280,3129346,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2281,3128704,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2282,3125281,PACK Run Step-by-Step,,['30'],Splash and Dash,
2283,3125278,ZSUN Chain Gang,,['60'],Flat Route Reverse,269
2284,3125277,"TeamPTz - ""Bota Lume"" Race Series",28,"['1', 'lap']",Climber's Gambit,
2285,3125276,XRS Races: Monday's blues,38,"['1', 'lap']",Three Little Sisters,214
2286,3125275,3R Launchpad Ride [~1.0-1.5w/kg avg],,['30'],Tempus Fugit,32
2287,3125274,Fietsvrouwen Social Zwift Rides,,['60'],Greater London Flat,
2288,3125273,Team RWB - Monday Social led by Tri Talking Sport and PARC Tri,,['60'],Libby Hill After Party,160
2289,3125272,British Triathlon Series - Handicap (Hare & Hounds) Race,31,[''],Greatest London Flat,220
2290,3125271,TEAM VEGAN Rice 'n' Easy,,['60'],Beach Island Loop,83
2291,3125270,ZZRC Happy Hour,28,"['1', 'lap']",Climber's Gambit,333
2292,3061684,TFC Mad Monday EU Series (High-End),33,"['5', 'laps']",London Classique,167
2293,3061672,TFC Mad Monday EU Series (Low-End),33,"['5', 'laps']",London Classique,167
2294,3125268,Team Velos - Tour de Friends,,['60'],Castle to Castle,272
2295,3125267,TBR Snappy Hour,34,"['5', 'laps']",Seaside Sprint,258
2296,3125269,Forte Race Series,22,"['3', 'laps']",Seaside Sprint,
2297,3101978,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2298,3100298,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2299,3099857,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2300,3125266,TRI247 Manic Monday Time Trial,18,[''],Tempus Fugit,27
2301,3125265,KISS Racing - Crit City Category Enforcement,39,"['20', 'laps']",The Bell Lap,306
2302,3127008,The Stampede (iTT) by Herd Racing League,16,[''],Duchy Estate,222
2303,3102276,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2304,3125259,BanditZ BlitZ,,['60'],Downtown Titans,265
2305,3125264,3R presents the Wheelers' Weekly Smashfest,29,"['1', 'lap']",The Magnificent 8,154
2306,3125263,Ventouro Social Group Ride,26,"['1', 'lap']",Greatest London Loop,
2307,3125262,Orange Unicorn,,['51'],London Classique,190
2308,3125261,Sledgehammer Inbetweeners Races,21,"['2', 'laps']",Jungle Circuit,174
2309,3125258,FRR Race Series - Race 6 Catch up,13,[''],Road to Sky,684
2310,3125257,TugaZ Epic Recovery with Amigos,,['60'],Wandering Flats,205
2311,3129511,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2312,3128863,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2313,3125256,The HERD Kickstart,,['60'],Tempus Fugit,64
2314,3125255,KATT Race by WKG,29,"['1', 'lap']",The Magnificent 8,154
2315,3125253,Men in Glaz - Social Ride,,['45'],R.G.V.,
2316,3131931,Los avHISPados,,['60'],R.G.V.,201
2317,3125252,KIRCHMAIR Honeypot Ride,,['60'],Climber's Gambit,443
2318,3125251,"TeamPTz - ""Bota Lume"" Race Series",28,"['1', 'lap']",Climber's Gambit,
2319,3125250,ZRG-CC - Afterwork Ride,,['90'],Beach Island Loop,
2320,3125249,MHG/FMR/ZLDR/PACK Monday Run,10,[''],Two Village Loop,85
2321,3125248,Herd of Mountain Goats Climbing Race 5,21,[''],Muir And The Mountain,565
2322,3125247,Team CLS Racing - Fast 'n' Furious Weekly Race,28,"['1', 'lap']",Climber's Gambit,333
2323,3125246,Team CLS Racing - Fast 'n' Furious Women's Weekly Race,28,"['1', 'lap']",Climber's Gambit,
2324,3125245,ZHCC Ladies Beginners/Recovery 1.5w/kg,,['60'],Castle to Castle,272
2325,3127960,Flanders Monday Blues Ride,,['60'],Neon Flats,209
2326,3125244,Rowe & King - Monday Mixer,,['40'],Sand And Sequoias,179
2327,3125243,ZZRC Spin Out Sub 2,,['60'],Lutece Express,516
2328,3125242,ZTPL Cycling Club Girls Ride,,['50'],Volcano Flat,
2329,3125241,"ZESP ""Chinchillas""",,['60'],Neokyo All-Nighter,
2330,3125240,DBR Monday Race,37,"['2', 'laps']",Suki's Playground,298
2331,3125239,Le Col Social Recovery Sessions,,['60'],Sleepless City,187
