,zid,event_name,distance,laps_time,zroute,elevation_gain
2332,3125238,SCANNELLATORI SERIALI - THE BIG BANG,,['56'],Greater London Flat,201
2333,3125230,Frenchy Fuzion Race,28,"['1', 'lap']",Climber's Gambit,
2334,3125231,SZR Evening Joyride,40,[''],Sprinter's Playground,
2335,3126869,Beastmode pb ROSE ZRL Recon Ride,28,[''],Climber's Gambit,333
2336,2584274,L39ION TT Practice,31,"['3', 'laps']",Watopia Flat Route,180
2337,3102247,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2338,3125236,Monday's Mountain Massif TT,12,[''],Watopia Mountain 8,
2339,3125235,dPAC Team Recovery for Gavia/Stelvio/Mortirolo (Climbers Epic),,['60'],Watopia's Waistband,
2340,3125234,Team Italy & KM For The Cure Race,,['90'],Tempus Fugit,97
2341,3125233,Swift Carbon Pro Cycling ride,23,"['1', 'lap']",Sand And Sequoias,172
2342,3125232,3R Racing,21,"['6', 'laps']",Queen's Highway,283
2343,3129410,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2344,3128772,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2345,3125229,Monday Run Club,11,[''],Chili Pepper Rev,
2346,3125228,Cocorico Ride - Bikes France,,['60'],Big Loop,331
2347,3125227,Squadra Workout Crew,,['60'],Road to Sky,2408
2348,3125226,3R Impact Interval Ride [~3.5-4.0w/kg avg],38,"['2', 'laps']",Ocean Lava Cliffside Loop,157
2349,3125225,PETA-Z Social Ride,,['61'],Greater London Flat,213
2350,3125224,EVO CC Race Series,38,"['1', 'lap']",Three Little Sisters,214
2351,3125223,EVO CC Vamos! [3.5-4w/kg avg],,['90'],Flatland Loop,489
2352,3125222,ZRG-CyclingClub - ZRGirls ride (woman only),,['60'],Sprinter's Playground,
2353,3125221,Macro to Micro,,['59'],London Classique,216
2354,3125220,ZZRC Wrecked Legs - Post Weekend Recovery Ride,45,"['5', 'laps']",Innsbruckring,385
2355,3099899,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2356,3125219,3R Racing,29,"['4', 'laps']",London Classique Reverse,156
2357,3130990,QR Club Ride w/Matt Hanson: Flatland Loop,,['60'],Flatland Loop,306
2358,3100376,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
2359,3125218,Cycle Nation Joburg Sundowner,,['60'],Tempus Fugit,64
2360,3125217,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],Greater London Flat,211
2361,3100394,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2362,3100395,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
2363,3125216,TEZH | & Friends,,['60'],The Magnificent 8,269
2364,3125215,3R Racing,7,"['1', 'lap']",Volcano Circuit,39
2365,3125214,Group Run 10k,10,[''],Flat Irons,
2366,3124198,Fraeulein Triathlon Social Ride,28,"['1', 'lap']",Climber's Gambit,333
2367,3125212,EVO CC Race Series,23,"['1', 'lap']",Castle to Castle,140
2368,3125211,Team DRAFT Monday Race,43,"['2', 'laps']",Sand And Sequoias,338
2369,3125210,Group Run 5k,5,[''],Jon's Route,
2370,3125209,3R Racing,35,"['5', 'laps']",London Classique Reverse,180
2371,3099842,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2372,3101453,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2373,3101096,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2374,3125207,Lactate Shuttle,,['57'],London Classique,203
2375,3125206,MAAP In The Field: USA Group Ride,34,"['3', 'laps']",Astoria Line 8,559
2376,3125205,BC Bike Race Recovery Ride,,['45'],Handful Of Gravel,
2377,3127993,ZLDR Run for Eliza,,['30'],11.1 Ocean Blvd,
2378,3125204,Monday Run Club,11,[''],Chili Pepper Rev,
2379,3125203,3R Racing,16,"['1', 'lap']",Richmond UCI Worlds,159
2380,3117573,Canyon Ranch Group Ride p/b Pinarello,,['60'],R.G.V.,201
2381,3125201,EZR Easy Riding with EZ,21,"['1', 'lap']",Greater London Loop Reverse,
2382,3125200,Ham Sandwich,,['52'],Greater London Flat,177
2383,3125199,Ascenders Team Monday Slo Roll,,['60'],Tempus Fugit,64
2384,3125198,Ascenders Team Recovery Monday,,['60'],Tempus Fugit,64
2385,3101636,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2386,3100578,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2387,3125195,3R Endurance Ride,,['90'],Wandering Flats,345
2388,3125196,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2389,3125194,USMES Back to Work Ride,,['60'],R.G.V.,201
2390,3125193,Team Sportslab UK Hard Riders,42,"['1', 'lap']",Out And Back Again,330
2391,3125192,3R Racing,23,"['1', 'lap']",Volcano Climb,202
2392,3125190,Velocity - Dig the Bike Fantastic,,['60'],Greatest London Flat,286
2393,3125189,ZZRC Monday Latte 2-2.5 Social Ride,,['60'],Castle to Castle,272
2394,3125188,EVO CC Sweet Sirocco Interval Ride [~3.0-3.5w/kg avg]d,,['60'],Electric Loop,196
2395,3125187,Magnum mOnDayZ RACE presented by Team ODZ,35,"['18', 'laps']",The Bell Lap,275
2396,3101987,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2397,3099881,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2398,3125180,BMTR Short Adventure,,['60'],Triple Flat Loops,91
2399,3101358,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2400,3101007,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2401,3125182,Ride With James from Zwift HQ,28,"['1', 'lap']",Climber's Gambit,333
2402,3125184,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2403,3125183,TTR Monday Sóng! 爽騎團,48,"['5', 'laps']",Sleepless City,202
2404,3125181,Monday News Time Ride,29,"['15', 'laps']",Downtown Dolphin,233
2405,3125179,JETT Base Ride (2.7~3.8w/kg),70,[''],Watopia's Waistband,
2406,3125178,TTR mini chase,8,"['4', 'laps']",Downtown Dolphin,
2407,3125177,Fearless Ladder for a Faster 5k,7,[''],Champs-Élysées,78
2408,3125176,3R Racing,27,"['3', 'laps']",Innsbruckring,232
2409,3125175,DIRT Gravel Rash Ride,,['45'],Handful Of Gravel,
2410,3125174,Escalation,,['55'],Gotham Grind Reverse,525
2411,3125173,SAZ speed race,19,"['1', 'lap']",Ocean Lava Cliffside Loop,
2412,3125172,Team Electric Spirit Co. Preprandial Crits,11,"['3', 'laps']",Duchy Estate,150
2413,3100295,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2414,3099856,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2415,3125171,Monday DIRT Endurance Ride,,['90'],Park Perimeter Loop,1120
2416,3125170,CHINA ZCRC Spicy 100km,101,"['4', 'laps']",Wandering Flats,
2417,3101435,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2418,3101067,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2419,3125168,Monday's Mountain Massif TT,12,[''],Watopia Mountain 8,
2420,3125167,Happy 100k p/b TeamODZ,100,[''],Tempus Fugit,149
2421,3125166,MHG Run Club,5,[''],R.G.V.,1
2422,3125165,Slowtwitch Indoors: 100/100 Challenge Group Run,,['30'],Farmland Loop,150
2423,3125164,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2424,3125163,British Triathlon Series - Group Ride,,['60'],Greatest London Loop,
2425,3125162,Monday Run Club,11,[''],Chili Pepper Rev,
2426,3125161,ZWC Hill Climb Battle,12,[''],Watopia Mountain 8,571
2427,3125160,DIRT Run Club,5,"['1', 'lap']",5K Loop,
2428,3125159,European Lunch Ride,32,"['2', 'laps']",Richmond UCI Reverse,311
2429,3125158,ZLDR AYOP Hour Run,,['60'],Beach Island Loop,83
2430,3125157,Arise,,['52'],London Classique Reverse,193
2431,3125156,3R Racing,37,"['3', 'laps']",Volcano Flat,148
2432,3125155,DIRT Monday Morning Blues Ride,,['60'],Greater London Flat,211
2433,3099831,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2434,3101606,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2435,3100531,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2436,3125154,Fearless Recovery Ride,,['60'],Neon Flats,209
2437,3125153,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2438,3125152,EVR Asia Race,39,"['20', 'laps']",Downtown Dolphin,311
2439,3125151,CRYO-GEN Recovery Monday Group Ride,,['60'],Wandering Flats,
2440,3125150,The HERD M2C2,,['45'],Watopia's Waistband,107
2441,3125147,KISS at Base Training Ride,72,"['4', 'laps']",Tempus Fugit,108
2442,3125149,GRIT Group Run,6,"['3', 'laps']",Downtown Dolphin,46
2443,3125148,GRIT Easy Ride,28,"['1', 'lap']",Royal Pump Room 8,487
2444,3125146,EVO CC Race Series,29,"['4', 'laps']",Handful Of Gravel,
2445,3125145,EZR EZ Does It,,['60'],Triple Flat Loops,91
2446,3125144,DIRTy Dozen Sprint League,19,[''],Bologna Time Trial,283
2447,3125143,CRYO-GEN Monday Run,5,[''],Splash and Dash,
2448,3125142,3R Racing,41,"['4', 'laps']",Watopia Flat Route,239
2449,3125141,DIRT Monday Endurance Ride,,['90'],Tempus Fugit,97
2450,3101543,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2451,3101222,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2452,3125139,Beanie's Brunch Bunch,,['60'],R.G.V.,201
2453,3125138,TeamZF Monday Motivation 🚴‍♂️💪🏻,,['60'],London Classique,
2454,3125137,MET-5 Race,40,[''],Watopia's Waistband,
2455,3125136,Monday Run Club,11,[''],Chili Pepper Rev,
2456,3125135,INC RELENTLESS Intervals,,['75'],Tempus Fugit,
2457,3125134,PACK SUB2 Weekend Recovery,,['60'],Watopia Flat Route,
2458,3125133,Anaerobic Capacity into VO2,,['52'],Greatest London Flat,
2459,3125132,TBR Knights of Suburbia,,['45'],Tick Tock,
2460,3099859,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2461,3125131,Team Zwift Tri Oz - Boomtown,,['50'],Richmond Flat Roads,
2462,3125130,3R Racing,23,"['1', 'lap']",Sand And Sequoias,
2463,3101904,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2464,3100820,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2465,3125129,ZLDR Easy 30,,['30'],The Bell Lap,
2466,3125128,"ZESP ""Topillos"" Super Sprint",7,"['1', 'lap']",The 6 Train Rev,
2467,3127006,The Stampede (iTT) by Herd Racing League,16,[''],Duchy Estate,
2468,3125126,PACK Run Monday Shake Out,5,[''],Sprinter's Playground,
2469,3125125,Fearless Ladder for a Faster 5k,7,[''],Champs-Élysées,
2470,3125124,Flanders Endurance Series,,['90'],Wandering Flats,
2471,3125123,Amalgam,,['51'],Greatest London Flat,
2472,3125122,3R Racing,31,"['3', 'laps']",Watopia Flat Route,
2473,3101582,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2474,3100503,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2475,3125118,Bikealicious Rubberband Joy Ride,,['90'],Royal Pump Room 8,
2476,3125119,Kiwi Crew Riot Race,25,"['1', 'lap']",R.G.V.,
2477,3125117,Monday Run Club,11,[''],Chili Pepper Rev,
2478,3125116,INC Relentless Steady State Spin,,['60'],Richmond Flat Roads,
2479,3125115,ZSUN RNR - 2.2-3.2 w/kg,,['60'],Wandering Flats,
2480,3125114,Orange Unicorn,,['51'],London Classique,
2481,3125113,ZZRC Breakfast/Supper Club - Ride with Mates,27,"['3', 'laps']",Innsbruckring,
2482,3099820,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2483,3125112,3R Racing,26,"['5', 'laps']",Volcano Circuit CCW,
2484,3101315,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2485,3100965,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2486,3120204,ZRS Roule Ma Poule,9,[''],Roule Ma Poule,
2487,3125110,Zwift Time Trial Tuesday: Tempus Fugit,18,[''],Tempus Fugit,
2488,3125109,INC HIIT - 30min High Intensity Interval Training,30,"['15', 'laps']",The Bell Lap,
2489,3125108,Macro to Micro,,['59'],Greatest London Flat,
2490,3125107,GXY Solar Surge (1.6 WKG -2.5 WKG),34,"['7', 'laps']",Volcano Circuit CCW,
2491,3125106,3R Racing,22,"['3', 'laps']",Seaside Sprint,
2492,3101357,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2493,3101006,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2494,3125105,ZLDR AYOP Run Hour,,['60'],11.1 Ocean Blvd,
2495,3125104,3R VOLT Interval Ride [~2.6-3.2 w/kg avg],32,"['2', 'laps']",Richmond UCI Worlds,
2496,3125103,3R SPARK Steady State Ride [~2.0-2.2 w/kg avg],,['60'],Eastern Eight,
2497,3125102,3R Octane Interval Ride [~3.2-3.6 w/kg avg],45,[''],Flatland Loop,
2498,3125101,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],Triple Flat Loops,
2499,3125100,EVO CC Core Interval Ride [2.5-3.2w/kg avg],50,"['7', 'laps']",Two Bridges Loop,
2500,3125099,EVO CC Vortex Interval Ride [~3-3.8w/kg avg],39,"['3', 'laps']",Flatland Loop,
2501,3125098,Lactate Shuttle,,['57'],Greater London Flat,
2502,3101992,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2503,3099855,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2504,3125097,3R Racing,41,"['4', 'laps']",Watopia Flat Route,
2505,3101571,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2506,3100487,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2507,3125096,EVO CC Sprint Race Series,7,"['1', 'lap']",Twilight Harbor,
2508,3125095,Team Italy Morning Early Ride,,['60'],R.G.V.,
2509,3125094,INC Steady State,,['80'],Watopia's Waistband,
2510,3125093,Vikings Valhalla Monday Magic,,['45'],Suki's Playground,
2511,3125092,Cycle Nation Recovery Ride,,['60'],London Classique,
2512,3125091,Ham Sandwich,,['52'],Astoria Line 8,
2513,3100288,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2514,3074586,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2515,3099830,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2516,3125090,3R Racing,30,"['1', 'lap']",Watopia Figure 8,
2517,3101758,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2518,3100688,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2519,3120203,ZRS Roule Ma Poule,9,[''],Roule Ma Poule,
2520,3125089,Escalation,,['55'],Gotham Grind Reverse,
2521,3099898,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2522,3125088,Masters M70+Increasing Sprints,,['29'],Watopia Flat Route,
2523,3125087,3R Racing,9,"['1', 'lap']",Innsbruckring,
2524,3101542,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2525,3101221,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2526,3125086,ZHQ Beta Experience Mode Mondays,23,"['1', 'lap']",Sand And Sequoias,
2527,3125085,Arise,,['52'],Astoria Line 8,
2528,3125084,3R Racing,20,"['2', 'laps']",Watopia Flat Route,
2529,3101903,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2530,3100819,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2531,3125082,OTR Tempo Group Ride,39,"['20', 'laps']",The Bell Lap,
2532,3125081,Anaerobic Capacity into VO2,,['52'],Park Perimeter Loop,
2533,3125080,3R La Guardia Loop - 8 Laps,24,"['8', 'laps']",Laguardia Loop,
2534,3074584,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,
2535,3101454,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2536,3101095,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2537,3120202,ZRS Roule Ma Poule,9,[''],Roule Ma Poule,
2538,3123928,Amalgam,,['51'],Gotham Grind Reverse,
2539,3123927,The Bump Sprint Race,19,"['1', 'lap']",Tick Tock,
2540,3123926,3R Achterbahn Climbing Race (47.4km/29.5mi 988m),47,"['1', 'lap']",Achterbahn,
2541,3101316,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2542,3100964,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2543,3123925,EZR Weekend Wind Down,,['60'],Tick Tock,
2544,3123924,VO2 Max 40/20,,['48'],Astoria Line 8,
2545,3101947,STAGE 1: GET ROLLING—Queen's Highway,18,"['5', 'laps']",Queen's Highway,
2546,3099597,STAGE 1: GET ROLLING—Queen's Highway,18,"['5', 'laps']",Queen's Highway,
2547,3123923,3R Watopia Flat Route Reverse Race - 2 Laps (20.5km/12.7mi 108m),20,"['2', 'laps']",Watopia Flat Route,
2548,3101677,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2549,3100618,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,
2550,3123922,Ascenders Team Asia Morning Group Run,,['30'],Italian Villas Circuit,
2551,3123921,ZLDR Recovery with a Twist,,['45'],Park To Peak,
2552,3123920,TTR Recovery Monday Ride 2.3-2.5,,['60'],R.G.V.,
2553,3123919,Dutch Diesel Cycling Starter Ride,,['90'],Greater London Flat,
2554,3123918,VO2 Max -3 Minute,,['55'],Gotham Grind,
2555,3099663,STAGE 1: GET ROLLING—Queen's Highway,18,"['5', 'laps']",Queen's Highway,
2556,3123917,3R Gotham Grind Flat Race - 3 Laps (27.8km/17.4mi 87m),28,"['3', 'laps']",Gotham Grind,
2557,3101007,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2558,3125182,Ride With James from Zwift HQ,28,"['1', 'lap']",Climber's Gambit,333
2559,3125184,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2560,3125183,TTR Monday Sóng! 爽騎團,48,"['5', 'laps']",Sleepless City,202
2561,3125181,Monday News Time Ride,29,"['15', 'laps']",Downtown Dolphin,233
2562,3125179,JETT Base Ride (2.7~3.8w/kg),70,[''],Watopia's Waistband,
2563,3125178,TTR mini chase,8,"['4', 'laps']",Downtown Dolphin,
2564,3125177,Fearless Ladder for a Faster 5k,7,[''],Champs-Élysées,78
2565,3125176,3R Racing,27,"['3', 'laps']",Innsbruckring,232
2566,3125175,DIRT Gravel Rash Ride,,['45'],Handful Of Gravel,
2567,3125174,Escalation,,['55'],Gotham Grind Reverse,525
2568,3125173,SAZ speed race,19,"['1', 'lap']",Ocean Lava Cliffside Loop,
2569,3125172,Team Electric Spirit Co. Preprandial Crits,11,"['3', 'laps']",Duchy Estate,150
2570,3100295,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2571,3099856,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2572,3125171,Monday DIRT Endurance Ride,,['90'],Park Perimeter Loop,1120
2573,3125170,CHINA ZCRC Spicy 100km,101,"['4', 'laps']",Wandering Flats,
2574,3101435,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2575,3101067,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2576,3125168,Monday's Mountain Massif TT,12,[''],Watopia Mountain 8,
2577,3125167,Happy 100k p/b TeamODZ,100,[''],Tempus Fugit,149
2578,3125166,MHG Run Club,5,[''],R.G.V.,1
2579,3125165,Slowtwitch Indoors: 100/100 Challenge Group Run,,['30'],Farmland Loop,150
2580,3125164,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2581,3125163,British Triathlon Series - Group Ride,,['60'],Greatest London Loop,
2582,3125162,Monday Run Club,11,[''],Chili Pepper Rev,
2583,3125161,ZWC Hill Climb Battle,12,[''],Watopia Mountain 8,571
2584,3125160,DIRT Run Club,5,"['1', 'lap']",5K Loop,
2585,3125159,European Lunch Ride,32,"['2', 'laps']",Richmond UCI Reverse,311
2586,3125158,ZLDR AYOP Hour Run,,['60'],Beach Island Loop,83
2587,3125157,Arise,,['52'],London Classique Reverse,193
2588,3125156,3R Racing,37,"['3', 'laps']",Volcano Flat,148
2589,3125155,DIRT Monday Morning Blues Ride,,['60'],Greater London Flat,211
2590,3099831,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
2591,3101606,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2592,3100531,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2593,3125154,Fearless Recovery Ride,,['60'],Neon Flats,209
2594,3125153,Epictour - Structured Workout,,['45'],Tempus Fugit,51
2595,3125152,EVR Asia Race,39,"['20', 'laps']",Downtown Dolphin,311
2596,3125151,CRYO-GEN Recovery Monday Group Ride,,['60'],Wandering Flats,
2597,3125150,The HERD M2C2,,['45'],Watopia's Waistband,107
2598,3125147,KISS at Base Training Ride,72,"['4', 'laps']",Tempus Fugit,108
2599,3125149,GRIT Group Run,6,"['3', 'laps']",Downtown Dolphin,46
2600,3125148,GRIT Easy Ride,28,"['1', 'lap']",Royal Pump Room 8,487
2601,3125146,EVO CC Race Series,29,"['4', 'laps']",Handful Of Gravel,
2602,3125145,EZR EZ Does It,,['60'],Triple Flat Loops,91
2603,3125144,DIRTy Dozen Sprint League,19,[''],Bologna Time Trial,283
2604,3125143,CRYO-GEN Monday Run,5,[''],Splash and Dash,
2605,3125142,3R Racing,41,"['4', 'laps']",Watopia Flat Route,239
2606,3125141,DIRT Monday Endurance Ride,,['90'],Tempus Fugit,97
2607,3101543,Women Only | Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2608,3101222,Orientation Ride | ZA Road 2022,,['26'],Seaside Sprint,141
2609,3125139,Beanie's Brunch Bunch,,['60'],R.G.V.,201
2610,3125138,TeamZF Monday Motivation 🚴‍♂️💪🏻,,['60'],London Classique,
